Datenreihe;Verbrauch (Strom) - E001001_0_000000000000000;Verbrauch (Strom) - E001002_0_000000000000000
15.03.2019 09:00;5,127;5,102
15.03.2019 10:00;12,606;1,914
15.03.2019 11:00;14,706;1,564
15.03.2019 12:00;9,432;3,063
15.03.2019 13:00;9,229;3,776
15.03.2019 14:00;9,079;0,475
15.03.2019 15:00;11,245;1,538
15.03.2019 16:00;25,045;1,938
15.03.2019 17:00;17,61;11,726
15.03.2019 18:00;22,43;16,9
15.03.2019 19:00;21,059;10,326
15.03.2019 20:00;19,008;5,677
15.03.2019 21:00;19,859;6,476
15.03.2019 22:00;20,014;4,501
15.03.2019 23:00;12,634;5,239
16.03.2019 00:00;2,026;3,925
16.03.2019 01:00;1,796;3,964
16.03.2019 02:00;1,621;3,739
16.03.2019 03:00;1,671;3,663
16.03.2019 04:00;1,701;3,539
16.03.2019 05:00;1,679;4,088
16.03.2019 06:00;1,648;3,876
16.03.2019 07:00;1,849;5,038
16.03.2019 08:00;3,114;4,001
16.03.2019 09:00;7,576;4,713
16.03.2019 10:00;2,745;3,352
16.03.2019 11:00;4,764;16,489
16.03.2019 12:00;2,509;16,976
16.03.2019 13:00;3,119;10,988
16.03.2019 14:00;1,362;8,977
16.03.2019 15:00;2,556;6,264
16.03.2019 16:00;4,285;3,176
16.03.2019 17:00;3,135;5,35
16.03.2019 18:00;2,993;1,763
16.03.2019 19:00;2,397;3,176
16.03.2019 20:00;2,293;4,688
16.03.2019 21:00;3,604;6,114
16.03.2019 22:00;2,864;5,501
16.03.2019 23:00;2,464;4,126
17.03.2019 00:00;2,306;4,226
17.03.2019 01:00;1,741;4,614
17.03.2019 02:00;1,483;3,451
17.03.2019 03:00;1,396;3,501
17.03.2019 04:00;1,433;3,238
17.03.2019 05:00;1,49;3,15
17.03.2019 06:00;1,459;3,426
17.03.2019 07:00;1,968;4,402
17.03.2019 08:00;3,323;3,563
17.03.2019 09:00;2,442;3,326
17.03.2019 10:00;3,57;1,976
17.03.2019 11:00;3,213;1,313
17.03.2019 12:00;2,521;0,501
17.03.2019 13:00;2,402;0,563
17.03.2019 14:00;7,939;0,125
17.03.2019 15:00;5,43;0,738
17.03.2019 16:00;4,785;4,351
17.03.2019 17:00;5,093;3,301
17.03.2019 18:00;4,218;1,876
17.03.2019 19:00;2,749;1,951
17.03.2019 20:00;3,302;4,988
17.03.2019 21:00;3,161;5,689
17.03.2019 22:00;3,041;5,926
17.03.2019 23:00;2,047;5,776
18.03.2019 00:00;1,627;3,701
18.03.2019 01:00;1,512;2,964
18.03.2019 02:00;1,383;2,801
18.03.2019 03:00;1,361;2,714
18.03.2019 04:00;1,503;2,726
18.03.2019 05:00;1,398;3,001
18.03.2019 06:00;1,391;3,026
18.03.2019 07:00;1,856;4,339
18.03.2019 08:00;5,189;3,201
18.03.2019 09:00;2,653;1,964
18.03.2019 10:00;5,614;4,813
18.03.2019 11:00;6,075;8,1
18.03.2019 12:00;4,143;3,089
18.03.2019 13:00;7,037;0,063
18.03.2019 14:00;5,859;0,013
18.03.2019 15:00;6,672;0,401
18.03.2019 16:00;8,119;0,138
18.03.2019 17:00;5,751;0,751
18.03.2019 18:00;6,421;3,614
18.03.2019 19:00;5,382;13,813
18.03.2019 20:00;5,406;9,538
18.03.2019 21:00;6,144;7,151
18.03.2019 22:00;5,206;5,077
18.03.2019 23:00;2,849;5,001
19.03.2019 00:00;4,108;4,164
19.03.2019 01:00;2,132;3,85
19.03.2019 02:00;2,081;3,463
19.03.2019 03:00;2,113;3,514
19.03.2019 04:00;2,078;3,513
19.03.2019 05:00;2,156;3,476
19.03.2019 06:00;2,051;3,513
19.03.2019 07:00;2,325;4,95
19.03.2019 08:00;6,536;4,101
19.03.2019 09:00;4,097;0,488
19.03.2019 10:00;7,384;0,175
19.03.2019 11:00;7,113;0,013
19.03.2019 12:00;9,579;1,113
19.03.2019 13:00;9,109;0,038
19.03.2019 14:00;9,948;0,013
19.03.2019 15:00;7,879;0,025
19.03.2019 16:00;9,104;0,075
19.03.2019 17:00;8,979;0
19.03.2019 18:00;7,441;0,351
19.03.2019 19:00;7,094;5,176
19.03.2019 20:00;10,554;17,201
19.03.2019 21:00;4,957;17,713
19.03.2019 22:00;5,043;4,951
19.03.2019 23:00;3,381;4,789
20.03.2019 00:00;2,208;4,176
20.03.2019 01:00;2,056;3,713
20.03.2019 02:00;1,795;2,988
20.03.2019 03:00;1,836;2,713
20.03.2019 04:00;1,803;2,938
20.03.2019 05:00;1,798;2,863
20.03.2019 06:00;1,826;0
20.03.2019 07:00;2,356;0
20.03.2019 08:00;4,602;0
20.03.2019 09:00;3,848;0
20.03.2019 10:00;10,449;0
20.03.2019 11:00;12,404;0
20.03.2019 12:00;8,85;0
20.03.2019 13:00;5,623;0
20.03.2019 14:00;3,309;0
20.03.2019 15:00;3,714;0
20.03.2019 16:00;3,944;0
20.03.2019 17:00;4,485;0
20.03.2019 18:00;5,384;0
20.03.2019 19:00;3,945;0
20.03.2019 20:00;5,814;0
20.03.2019 21:00;4,221;0
20.03.2019 22:00;4,046;0
20.03.2019 23:00;3,281;0
21.03.2019 00:00;2,321;0
21.03.2019 01:00;1,886;0
21.03.2019 02:00;1,836;3,476
21.03.2019 03:00;1,777;3,276
21.03.2019 04:00;1,798;3,213
21.03.2019 05:00;1,811;3,689
21.03.2019 06:00;1,796;3,338
21.03.2019 07:00;2,348;5,026
21.03.2019 08:00;4,737;4,289
21.03.2019 09:00;4,411;1,726
21.03.2019 10:00;5,009;0
21.03.2019 11:00;7,86;0,013
21.03.2019 12:00;8,873;0
21.03.2019 13:00;8,483;0
21.03.2019 14:00;7,846;0
21.03.2019 15:00;9,226;0
21.03.2019 16:00;10,844;0
21.03.2019 17:00;10,716;1,713
21.03.2019 18:00;6,753;8,414
21.03.2019 19:00;3,721;2,639
21.03.2019 20:00;5,138;5,063
21.03.2019 21:00;6,186;6,014
21.03.2019 22:00;4,93;4,276
21.03.2019 23:00;3,536;4,777
22.03.2019 00:00;2,181;4,026
22.03.2019 01:00;1,945;3,501
22.03.2019 02:00;1,798;3,363
22.03.2019 03:00;1,803;3,351
22.03.2019 04:00;1,746;3,364
22.03.2019 05:00;1,876;3,352
22.03.2019 06:00;1,77;3,5
22.03.2019 07:00;2,289;5,038
22.03.2019 08:00;4,527;3,513
22.03.2019 09:00;3,368;1,013
22.03.2019 10:00;4,983;0,188
22.03.2019 11:00;6,401;0
22.03.2019 12:00;15,615;0
22.03.2019 13:00;21,196;0
22.03.2019 14:00;20,959;0
22.03.2019 15:00;22,896;0
22.03.2019 16:00;24,06;0
22.03.2019 17:00;21,889;0
22.03.2019 18:00;22,081;0,788
22.03.2019 19:00;18,988;2,363
22.03.2019 20:00;18,886;5,288
22.03.2019 21:00;13,816;4,95
22.03.2019 22:00;4,373;5,164
22.03.2019 23:00;3,626;3,864
23.03.2019 00:00;2,444;3,776
23.03.2019 01:00;1,836;3,502
23.03.2019 02:00;1,892;3,213
23.03.2019 03:00;1,871;3,189
23.03.2019 04:00;1,606;3,114
23.03.2019 05:00;1,673;3,388
23.03.2019 06:00;1,681;3,514
23.03.2019 07:00;2,151;5,527
23.03.2019 08:00;4,184;4,451
23.03.2019 09:00;3,463;4,5
23.03.2019 10:00;10,718;3,339
23.03.2019 11:00;24,079;11,714
23.03.2019 12:00;9,346;14,614
23.03.2019 13:00;10,966;4,351
23.03.2019 14:00;5,755;0,075
23.03.2019 15:00;3,613;0
23.03.2019 16:00;4,345;0,063
23.03.2019 17:00;3,889;1,863
23.03.2019 18:00;4,121;2,388
23.03.2019 19:00;4,119;4,188
23.03.2019 20:00;5,581;4,639
23.03.2019 21:00;4,529;5,677
23.03.2019 22:00;4,356;4,001
23.03.2019 23:00;3,017;4,138
24.03.2019 00:00;2,032;4,314
24.03.2019 01:00;2,022;3,713
24.03.2019 02:00;1,938;3,438
24.03.2019 03:00;1,744;3,763
24.03.2019 04:00;1,528;3,776
24.03.2019 05:00;1,538;3,526
24.03.2019 06:00;1,601;4,039
24.03.2019 07:00;1,773;6,001
24.03.2019 08:00;3,201;3,738
24.03.2019 09:00;15,102;0,25
24.03.2019 10:00;15,455;0,175
24.03.2019 11:00;5,849;0,601
24.03.2019 12:00;8,476;0,013
24.03.2019 13:00;7,187;0,013
24.03.2019 14:00;5,198;0
24.03.2019 15:00;5,785;0
24.03.2019 16:00;9,376;0
24.03.2019 17:00;7,423;0
24.03.2019 18:00;5,921;0
24.03.2019 19:00;3,541;1,451
24.03.2019 20:00;3,473;3,264
24.03.2019 21:00;6,039;6,351
24.03.2019 22:00;4,876;3,9
24.03.2019 23:00;3,316;3,851
25.03.2019 00:00;1,947;5,013
25.03.2019 01:00;1,768;3,639
25.03.2019 02:00;1,711;3,239
25.03.2019 03:00;1,701;3
25.03.2019 04:00;1,704;2,876
25.03.2019 05:00;1,756;3,138
25.03.2019 06:00;1,701;3,25
25.03.2019 07:00;2,263;5,825
25.03.2019 08:00;4,342;3,738
25.03.2019 09:00;3,456;1,926
25.03.2019 10:00;12,034;0,576
25.03.2019 11:00;11,688;12,413
25.03.2019 12:00;6,632;4,401
25.03.2019 13:00;11,344;5,726
25.03.2019 14:00;7,929;0,613
25.03.2019 15:00;10,356;0,425
25.03.2019 16:00;9,788;0,714
25.03.2019 17:00;5,063;8,888
25.03.2019 18:00;5,193;4,451
25.03.2019 19:00;14,091;1,951
25.03.2019 20:00;5,608;7,064
25.03.2019 21:00;6,169;12,788
25.03.2019 22:00;5,648;8,064
25.03.2019 23:00;3,364;4,413
26.03.2019 00:00;2,574;3,263
26.03.2019 01:00;3,718;3,064
26.03.2019 02:00;2,381;2,864
26.03.2019 03:00;1,783;2,727
26.03.2019 04:00;1,888;2,914
26.03.2019 05:00;1,963;2,889
26.03.2019 06:00;1,899;3,363
26.03.2019 07:00;3,636;5,813
26.03.2019 08:00;9,127;3,775
26.03.2019 09:00;17,741;3,164
26.03.2019 10:00;17,39;0,476
26.03.2019 11:00;10,818;0,438
26.03.2019 12:00;5,489;0,951
26.03.2019 13:00;5,694;0,226
26.03.2019 14:00;4,575;0,125
26.03.2019 15:00;8,864;0,826
26.03.2019 16:00;14,065;0,288
26.03.2019 17:00;13,514;1,901
26.03.2019 18:00;13,755;11,838
26.03.2019 19:00;12,302;7,438
26.03.2019 20:00;3,684;3,876
26.03.2019 21:00;4,574;6,051
26.03.2019 22:00;4,421;4,226
26.03.2019 23:00;2,953;4,676
27.03.2019 00:00;1,898;3,164
27.03.2019 01:00;1,697;3,063
27.03.2019 02:00;1,599;2,851
27.03.2019 03:00;1,633;2,839
27.03.2019 04:00;1,531;2,938
27.03.2019 05:00;1,571;2,851
27.03.2019 06:00;1,665;3,301
27.03.2019 07:00;2,135;5,414
27.03.2019 08:00;13,377;4,125
27.03.2019 09:00;12,225;8,038
27.03.2019 10:00;13,183;4,638
27.03.2019 11:00;13,245;0
27.03.2019 12:00;14,064;0
27.03.2019 13:00;13,175;0,6
27.03.2019 14:00;11,936;0
27.03.2019 15:00;15,651;0
27.03.2019 16:00;17,233;0
27.03.2019 17:00;9,235;0,038
27.03.2019 18:00;6,809;8,838
27.03.2019 19:00;14,8;15,026
27.03.2019 20:00;3,464;4,727
27.03.2019 21:00;7,004;6,401
27.03.2019 22:00;7,091;5,113
27.03.2019 23:00;3,038;5,251
28.03.2019 00:00;2,078;3,389
28.03.2019 01:00;2,13;3,351
28.03.2019 02:00;1,831;3,389
28.03.2019 03:00;1,868;3,264
28.03.2019 04:00;1,776;3,276
28.03.2019 05:00;1,788;3,413
28.03.2019 06:00;1,807;3,35
28.03.2019 07:00;2,391;5,363
28.03.2019 08:00;4,206;5,063
28.03.2019 09:00;5,579;1,889
28.03.2019 10:00;12,35;1,025
28.03.2019 11:00;7,581;0,538
28.03.2019 12:00;5,761;0
28.03.2019 13:00;9,368;0
28.03.2019 14:00;3,043;0
28.03.2019 15:00;4,512;0
28.03.2019 16:00;7,913;0,15
28.03.2019 17:00;9,148;8,727
28.03.2019 18:00;13,2;14,913
28.03.2019 19:00;13,19;9,176
28.03.2019 20:00;13,202;4,939
28.03.2019 21:00;19,08;6,426
28.03.2019 22:00;19,064;4,3
28.03.2019 23:00;15,78;4,726
29.03.2019 00:00;2,723;3,364
29.03.2019 01:00;1,974;3,114
29.03.2019 02:00;1,894;2,876
29.03.2019 03:00;1,744;2,638
29.03.2019 04:00;1,678;2,813
29.03.2019 05:00;1,627;2,776
29.03.2019 06:00;1,776;2,964
29.03.2019 07:00;2,236;5,175
29.03.2019 08:00;3,967;1,251
29.03.2019 09:00;3,381;0
29.03.2019 10:00;15,339;0
29.03.2019 11:00;19,966;0
29.03.2019 12:00;28,177;0
29.03.2019 13:00;13,476;0
29.03.2019 14:00;22,843;0
29.03.2019 15:00;23,884;0
29.03.2019 16:00;23,762;0
29.03.2019 17:00;27,675;0
29.03.2019 18:00;27,618;0,363
29.03.2019 19:00;18,998;7,763
29.03.2019 20:00;4,467;12,126
29.03.2019 21:00;4,669;14,864
29.03.2019 22:00;3,101;14,313
29.03.2019 23:00;2,251;14,551
30.03.2019 00:00;1,948;4,301
30.03.2019 01:00;1,713;3,389
30.03.2019 02:00;1,583;3,188
30.03.2019 03:00;1,645;2,814
30.03.2019 04:00;1,691;2,739
30.03.2019 05:00;1,634;3,001
30.03.2019 06:00;1,626;3,001
30.03.2019 07:00;2,157;5,213
30.03.2019 08:00;3,579;1,688
30.03.2019 09:00;4,118;0
30.03.2019 10:00;3,367;0
30.03.2019 11:00;8,89;0
30.03.2019 12:00;8,123;0
30.03.2019 13:00;7,386;0
30.03.2019 14:00;7,943;0
30.03.2019 15:00;7,606;0,051
30.03.2019 16:00;6,048;0
30.03.2019 17:00;6,456;0,076
30.03.2019 18:00;4,796;0,05
30.03.2019 19:00;3,766;4,9
30.03.2019 20:00;4,331;11,026
30.03.2019 21:00;3,904;8,364
30.03.2019 22:00;4,161;5,176
30.03.2019 23:00;3,061;4,413
31.03.2019 00:00;2,971;5,251
31.03.2019 01:00;1,955;3,388
31.03.2019 03:00;1,851;3,101
31.03.2019 04:00;1,386;2,126
31.03.2019 05:00;0,433;0,75
31.03.2019 06:00;1,725;2,801
31.03.2019 07:00;1,649;3,238
31.03.2019 08:00;2,229;4,988
31.03.2019 09:00;3,359;3,763
31.03.2019 10:00;2,364;4,364
31.03.2019 11:00;4,149;0,276
31.03.2019 12:00;4,821;0
31.03.2019 13:00;3,751;0
31.03.2019 14:00;1,78;0
31.03.2019 15:00;1,556;0
31.03.2019 16:00;2,355;0
31.03.2019 17:00;3,889;0
31.03.2019 18:00;3,774;0
31.03.2019 19:00;5,046;0
31.03.2019 20:00;4,151;0
31.03.2019 21:00;3,032;2,739
31.03.2019 22:00;4,447;10,876
31.03.2019 23:00;4,639;7,363
01.04.2019 00:00;2,25;5,539
01.04.2019 01:00;1,954;3,976
01.04.2019 02:00;1,799;3,351
01.04.2019 03:00;1,761;3,151
01.04.2019 04:00;1,634;3,438
01.04.2019 05:00;1,594;3,526
01.04.2019 06:00;1,633;3,813
01.04.2019 07:00;1,678;3,564
01.04.2019 08:00;2,229;5,314
01.04.2019 09:00;3,998;4,877
01.04.2019 10:00;6,088;1,825
01.04.2019 11:00;6,881;0
01.04.2019 12:00;4,872;0
01.04.2019 13:00;18,754;0
01.04.2019 14:00;24,443;0
01.04.2019 15:00;22,261;0
01.04.2019 16:00;22,78;0
01.04.2019 17:00;24,465;0
01.04.2019 18:00;17,63;0
01.04.2019 19:00;7,402;0
01.04.2019 20:00;7,836;0
01.04.2019 21:00;7,596;0,426
01.04.2019 22:00;6,226;3,552
01.04.2019 23:00;4,077;4,875
02.04.2019 00:00;3,318;4,875
02.04.2019 01:00;2,916;4,363
02.04.2019 02:00;4,189;3,413
02.04.2019 03:00;2,442;2,888
02.04.2019 04:00;1,956;3,051
02.04.2019 05:00;1,916;3,088
02.04.2019 06:00;1,91;3,039
02.04.2019 07:00;2,018;3,076
02.04.2019 08:00;2,514;2,939
02.04.2019 09:00;6,902;3,388
02.04.2019 10:00;5,908;0,863
02.04.2019 11:00;5,561;0,288
02.04.2019 12:00;5,152;1,351
02.04.2019 13:00;6,811;0,375
02.04.2019 14:00;8,892;0
02.04.2019 15:00;6,001;0
02.04.2019 16:00;3,703;0
02.04.2019 17:00;7,895;0
02.04.2019 18:00;9,49;0,038
02.04.2019 19:00;5,012;0,025
02.04.2019 20:00;5,931;0,201
02.04.2019 21:00;3,271;0,564
02.04.2019 22:00;14,472;7,438
02.04.2019 23:00;17,526;4,825
03.04.2019 00:00;15,83;5,088
03.04.2019 01:00;2,441;3,464
03.04.2019 02:00;1,849;3,038
03.04.2019 03:00;1,812;2,851
03.04.2019 04:00;1,756;2,864
03.04.2019 05:00;1,726;0,713
03.04.2019 06:00;1,739;0
03.04.2019 07:00;1,796;0
03.04.2019 08:00;2,448;0
03.04.2019 09:00;7,966;0
03.04.2019 10:00;4,44;0
03.04.2019 11:00;2,545;0
03.04.2019 12:00;3,624;0
03.04.2019 13:00;3,12;0
03.04.2019 14:00;3,284;0
03.04.2019 15:00;2,247;0
03.04.2019 16:00;3,281;0
03.04.2019 17:00;4,636;0
03.04.2019 18:00;4,114;0
03.04.2019 19:00;4,494;0
03.04.2019 20:00;3,19;0
03.04.2019 21:00;3,567;0
03.04.2019 22:00;5,454;0
03.04.2019 23:00;5,426;0
04.04.2019 00:00;2,744;0
04.04.2019 01:00;1,899;0
04.04.2019 02:00;1,72;0
04.04.2019 03:00;1,671;3,588
04.04.2019 04:00;1,632;3,351
04.04.2019 05:00;1,606;3,551
04.04.2019 06:00;1,656;3,776
04.04.2019 07:00;1,691;3,913
04.04.2019 08:00;2,384;5,888
04.04.2019 09:00;7,516;4,638
04.04.2019 10:00;3,587;5,101
04.04.2019 11:00;3,337;2,826
04.04.2019 12:00;3,872;11,926
04.04.2019 13:00;3,484;7,176
04.04.2019 14:00;4,522;3,052
04.04.2019 15:00;2,636;0,076
04.04.2019 16:00;2,809;0,05
04.04.2019 17:00;3,682;3,326
04.04.2019 18:00;3,173;4,514
04.04.2019 19:00;3,362;5,989
04.04.2019 20:00;2,921;5,051
04.04.2019 21:00;3,734;15,838
04.04.2019 22:00;4,157;16,851
04.04.2019 23:00;3,915;7,839
05.04.2019 00:00;2,418;5,726
05.04.2019 01:00;1,907;5,113
05.04.2019 02:00;2,039;4,602
05.04.2019 03:00;1,819;4,576
05.04.2019 04:00;1,648;4,376
05.04.2019 05:00;1,601;4,426
05.04.2019 06:00;1,743;4,401
05.04.2019 07:00;1,81;4,514
05.04.2019 08:00;2,286;6,85
05.04.2019 09:00;5,269;5,35
05.04.2019 10:00;5,219;5,751
05.04.2019 11:00;5,184;1,951
05.04.2019 12:00;4,648;7,838
05.04.2019 13:00;8,81;7,939
05.04.2019 14:00;20,002;12,388
05.04.2019 15:00;17,729;1,038
05.04.2019 16:00;19,917;0,025
05.04.2019 17:00;21,074;1,251
05.04.2019 18:00;23,208;9,114
05.04.2019 19:00;18,324;13,713
05.04.2019 20:00;6,634;2,452
05.04.2019 21:00;3,677;5,501
05.04.2019 22:00;4,748;7,502
05.04.2019 23:00;3,691;5,913
06.04.2019 00:00;2,196;5,989
06.04.2019 01:00;1,928;5,188
06.04.2019 02:00;1,946;4,513
06.04.2019 03:00;1,761;4,126
06.04.2019 04:00;1,655;3,051
06.04.2019 05:00;1,701;2,775
06.04.2019 06:00;1,719;2,914
06.04.2019 07:00;1,674;3,176
06.04.2019 08:00;13,931;5,214
06.04.2019 09:00;19,026;3,051
06.04.2019 10:00;17,368;2,225
06.04.2019 11:00;15,975;0,201
06.04.2019 12:00;17,829;8,676
06.04.2019 13:00;18,521;3,501
06.04.2019 14:00;19,096;0
06.04.2019 15:00;18,56;0
06.04.2019 16:00;19,469;0
06.04.2019 17:00;31,767;0
06.04.2019 18:00;19,578;0
06.04.2019 19:00;19,397;0
06.04.2019 20:00;13,461;2,113
06.04.2019 21:00;3,842;4,289
06.04.2019 22:00;4,049;5,451
06.04.2019 23:00;3,364;5,939
07.04.2019 00:00;3,306;5,376
07.04.2019 01:00;2,17;4,239
07.04.2019 02:00;1,973;4,076
07.04.2019 03:00;1,93;3,963
07.04.2019 04:00;1,931;4
07.04.2019 05:00;1,861;3,788
07.04.2019 06:00;1,798;3,714
07.04.2019 07:00;1,719;3,975
07.04.2019 08:00;2,289;5,188
07.04.2019 09:00;3,946;4,014
07.04.2019 10:00;3,021;2,313
07.04.2019 11:00;3,653;0
07.04.2019 12:00;5,554;0
07.04.2019 13:00;6,161;0
07.04.2019 14:00;6,41;0
07.04.2019 15:00;6,983;0
07.04.2019 16:00;9,21;0
07.04.2019 17:00;9,59;0
07.04.2019 18:00;7,441;0
07.04.2019 19:00;5,243;0
07.04.2019 20:00;5,409;0,025
07.04.2019 21:00;4,636;0,801
07.04.2019 22:00;5,822;5,126
07.04.2019 23:00;4,652;5,801
08.04.2019 00:00;2,553;5,701
08.04.2019 01:00;2,282;4,363
08.04.2019 02:00;2,029;4,163
08.04.2019 03:00;;
08.04.2019 04:00;;
08.04.2019 05:00;;
08.04.2019 06:00;;
08.04.2019 07:00;;
