Datenreihe;Verbrauch (Strom) - E001001_0_000000000000000;Verbrauch (Strom) - E001002_0_000000000000000
27.11.2018 07:00;2,224;0
27.11.2018 08:00;4,563;0
27.11.2018 09:00;5,221;0
27.11.2018 10:00;4,891;0
27.11.2018 11:00;4,82;0
27.11.2018 12:00;4,205;0
27.11.2018 13:00;3,675;0
27.11.2018 14:00;4,991;0
27.11.2018 15:00;3,759;0
27.11.2018 16:00;4,523;0
27.11.2018 17:00;4,492;0
27.11.2018 18:00;4,484;0
27.11.2018 19:00;4,668;0
27.11.2018 20:00;4,288;0
27.11.2018 21:00;4,214;0
27.11.2018 22:00;3,958;0
27.11.2018 23:00;2,413;0
28.11.2018 00:00;1,716;0
28.11.2018 01:00;1,643;0
28.11.2018 02:00;1,576;0
28.11.2018 03:00;1,536;0
28.11.2018 04:00;1,619;0
28.11.2018 05:00;1,654;0
28.11.2018 06:00;1,616;0
28.11.2018 07:00;2,102;0
28.11.2018 08:00;6,553;0
28.11.2018 09:00;5,971;0
28.11.2018 10:00;5,055;0
28.11.2018 11:00;4,508;0
28.11.2018 12:00;3,85;0
28.11.2018 13:00;5,365;0
28.11.2018 14:00;2,662;0
28.11.2018 15:00;2,881;0
28.11.2018 16:00;4,434;0
28.11.2018 17:00;4,422;0
28.11.2018 18:00;3,954;0
28.11.2018 19:00;4,854;0
28.11.2018 20:00;5,816;0
28.11.2018 21:00;5,486;0
28.11.2018 22:00;4,736;0
28.11.2018 23:00;2,313;0
29.11.2018 00:00;1,986;0
29.11.2018 01:00;1,74;0
29.11.2018 02:00;1,731;0
29.11.2018 03:00;1,719;0
29.11.2018 04:00;1,748;0
29.11.2018 05:00;1,699;0
29.11.2018 06:00;1,725;0
29.11.2018 07:00;2,226;0
29.11.2018 08:00;4,764;0
29.11.2018 09:00;4,371;0
29.11.2018 10:00;11,719;0
29.11.2018 11:00;12,752;0
29.11.2018 12:00;11,379;0
29.11.2018 13:00;10,095;0
29.11.2018 14:00;12,552;0
29.11.2018 15:00;13,942;0
29.11.2018 16:00;14,433;0
29.11.2018 17:00;14,008;0
29.11.2018 18:00;14,831;0
29.11.2018 19:00;12,947;0
29.11.2018 20:00;4,951;0
29.11.2018 21:00;6,435;0
29.11.2018 22:00;6,019;0
29.11.2018 23:00;3,688;0
30.11.2018 00:00;3,644;0
30.11.2018 01:00;3,123;0
30.11.2018 02:00;2,583;3,514
30.11.2018 03:00;2,111;3,413
30.11.2018 04:00;2,189;3,451
30.11.2018 05:00;2,216;3,413
30.11.2018 06:00;2,189;3,788
30.11.2018 07:00;2,531;5,326
30.11.2018 08:00;4,724;3,876
30.11.2018 09:00;3,749;4,039
30.11.2018 10:00;5,252;6,44
30.11.2018 11:00;7,343;16,314
30.11.2018 12:00;7,711;23,064
30.11.2018 13:00;6,146;14,79
30.11.2018 14:00;3,3;8,714
30.11.2018 15:00;4,497;6,84
30.11.2018 16:00;6,677;7,002
30.11.2018 17:00;4,307;16,84
30.11.2018 18:00;4,281;18,576
30.11.2018 19:00;4,106;9,126
30.11.2018 20:00;3,383;5,089
30.11.2018 21:00;4,549;6,914
30.11.2018 22:00;4,703;4,338
30.11.2018 23:00;2,964;5,151
01.12.2018 00:00;2,198;4,426
01.12.2018 01:00;1,801;3,988
01.12.2018 02:00;1,794;3,526
01.12.2018 03:00;1,758;3,451
01.12.2018 04:00;1,724;3,439
01.12.2018 05:00;1,703;3,889
01.12.2018 06:00;1,624;3,938
01.12.2018 07:00;2,364;5,751
01.12.2018 08:00;3,594;4,413
01.12.2018 09:00;3,619;5,476
01.12.2018 10:00;5,494;5,839
01.12.2018 11:00;7,17;8,427
01.12.2018 12:00;10,594;16,502
01.12.2018 13:00;8,307;17,327
01.12.2018 14:00;4,493;13,727
01.12.2018 15:00;5,653;11,714
01.12.2018 16:00;3,81;7,952
01.12.2018 17:00;5,215;22,101
01.12.2018 18:00;5,036;20,177
01.12.2018 19:00;5,806;6,314
01.12.2018 20:00;5,958;5,626
01.12.2018 21:00;6,246;6,701
01.12.2018 22:00;5,598;4,676
01.12.2018 23:00;3,839;4,25
02.12.2018 00:00;2,401;4,289
02.12.2018 01:00;2,131;4,426
02.12.2018 02:00;1,886;3,576
02.12.2018 03:00;1,814;3,601
02.12.2018 04:00;1,827;3,451
02.12.2018 05:00;1,806;3,426
02.12.2018 06:00;1,783;3,876
02.12.2018 07:00;2,498;5,776
02.12.2018 08:00;4,322;4,126
02.12.2018 09:00;3,423;5,513
02.12.2018 10:00;13,806;4,427
02.12.2018 11:00;22,154;6,226
02.12.2018 12:00;20,943;21,815
02.12.2018 13:00;19,179;17,99
02.12.2018 14:00;18,626;5,939
02.12.2018 15:00;18,977;6,026
02.12.2018 16:00;7,087;6,553
02.12.2018 17:00;5,324;5,251
02.12.2018 18:00;5,081;5,276
02.12.2018 19:00;5,855;5,926
02.12.2018 20:00;4,564;6,789
02.12.2018 21:00;6,061;7,738
02.12.2018 22:00;8,947;5,227
02.12.2018 23:00;16,867;5,313
03.12.2018 00:00;16,431;5,364
03.12.2018 01:00;4,896;4,626
03.12.2018 02:00;2,198;4,402
03.12.2018 03:00;2,256;4,352
03.12.2018 04:00;2,306;4,213
03.12.2018 05:00;2,248;4,451
03.12.2018 06:00;2,218;4,626
03.12.2018 07:00;2,808;6,189
03.12.2018 08:00;5,554;5,2
03.12.2018 09:00;4,808;6,426
03.12.2018 10:00;4,457;5,789
03.12.2018 11:00;7,025;6,627
03.12.2018 12:00;6,404;16,178
03.12.2018 13:00;3,535;14,902
03.12.2018 14:00;6,623;10,976
03.12.2018 15:00;4,329;8,289
03.12.2018 16:00;7,097;8,815
03.12.2018 17:00;5,528;7,364
03.12.2018 18:00;5,046;8,7
03.12.2018 19:00;6,481;7,25
03.12.2018 20:00;6,456;7,638
03.12.2018 21:00;4,74;10,651
03.12.2018 22:00;4,707;4,926
03.12.2018 23:00;2,691;4,952
04.12.2018 00:00;2,551;4,151
04.12.2018 01:00;2,458;4,076
04.12.2018 02:00;2,116;3,701
04.12.2018 03:00;1,876;3,614
04.12.2018 04:00;2,206;3,601
04.12.2018 05:00;1,915;3,577
04.12.2018 06:00;1,791;3,926
04.12.2018 07:00;2,416;6,014
04.12.2018 08:00;3,991;4,089
04.12.2018 09:00;3,831;5,125
04.12.2018 10:00;7,006;5,326
04.12.2018 11:00;9,928;18,188
04.12.2018 12:00;12,94;23,177
04.12.2018 13:00;15,082;22,577
04.12.2018 14:00;10,76;21,377
04.12.2018 15:00;13,424;16,526
04.12.2018 16:00;14,16;11,851
04.12.2018 17:00;9,163;4,902
04.12.2018 18:00;6,771;5,551
04.12.2018 19:00;5,294;5,464
04.12.2018 20:00;5,741;6,113
04.12.2018 21:00;6,148;7,626
04.12.2018 22:00;4,698;5,477
04.12.2018 23:00;2,964;4,75
05.12.2018 00:00;2,507;4,014
05.12.2018 01:00;2,256;3,776
05.12.2018 02:00;2,006;3,313
05.12.2018 03:00;2,046;3,327
05.12.2018 04:00;2,068;3,402
05.12.2018 05:00;1,974;3,402
05.12.2018 06:00;2;3,763
05.12.2018 07:00;2,61;5,439
05.12.2018 08:00;5,486;5,602
05.12.2018 09:00;4,636;5,427
05.12.2018 10:00;3,405;5,151
05.12.2018 11:00;4,112;16,254
05.12.2018 12:00;4,161;19,176
05.12.2018 13:00;5,019;13,277
05.12.2018 14:00;2,989;6,089
05.12.2018 15:00;5,662;6,428
05.12.2018 16:00;9,935;7,601
05.12.2018 17:00;10,631;12,477
05.12.2018 18:00;5,081;10,776
05.12.2018 19:00;5,061;4,501
05.12.2018 20:00;6,166;3,689
05.12.2018 21:00;6,788;3,714
05.12.2018 22:00;4,133;3,726
05.12.2018 23:00;3,157;3,739
06.12.2018 00:00;2,369;3,789
06.12.2018 01:00;2,098;3,939
06.12.2018 02:00;2,091;3,376
06.12.2018 03:00;2,054;9,914
06.12.2018 04:00;1,902;9,926
06.12.2018 05:00;1,843;5,889
06.12.2018 06:00;1,891;3,764
06.12.2018 07:00;2,529;6,027
06.12.2018 08:00;5,267;3,951
06.12.2018 09:00;5,783;4,376
06.12.2018 10:00;4,091;5,888
06.12.2018 11:00;4,227;19,352
06.12.2018 12:00;6,035;21,227
06.12.2018 13:00;5,063;6,29
06.12.2018 14:00;2,829;4,851
06.12.2018 15:00;4,12;6,353
06.12.2018 16:00;6,67;7,202
06.12.2018 17:00;10,157;6,328
06.12.2018 18:00;21,027;11,764
06.12.2018 19:00;22,381;11,051
06.12.2018 20:00;19,646;5,813
06.12.2018 21:00;19,33;7,152
06.12.2018 22:00;19,726;4,626
06.12.2018 23:00;18,546;4,201
07.12.2018 00:00;8,747;4,338
07.12.2018 01:00;2,504;5,314
07.12.2018 02:00;2,191;3,914
07.12.2018 03:00;2,198;3,676
07.12.2018 04:00;2,276;3,513
07.12.2018 05:00;2,246;3,452
07.12.2018 06:00;2,214;3,939
07.12.2018 07:00;2,88;6,302
07.12.2018 08:00;4,927;4,788
07.12.2018 09:00;4,946;7,388
07.12.2018 10:00;4,619;6,339
07.12.2018 11:00;4,472;6,727
07.12.2018 12:00;4,587;7,165
07.12.2018 13:00;4,537;6,939
07.12.2018 14:00;2,872;5,402
07.12.2018 15:00;4,48;4,69
07.12.2018 16:00;5,769;6,077
07.12.2018 17:00;6,504;4,701
07.12.2018 18:00;6,306;15,588
07.12.2018 19:00;4,326;21,439
07.12.2018 20:00;3,52;12,576
07.12.2018 21:00;3,789;14,701
07.12.2018 22:00;4,274;10,851
07.12.2018 23:00;2,848;4,226
08.12.2018 00:00;2,249;3,638
08.12.2018 01:00;2,049;3,477
08.12.2018 02:00;1,876;3,689
08.12.2018 03:00;1,861;3,414
08.12.2018 04:00;1,784;3,413
08.12.2018 05:00;1,8;3,55
08.12.2018 06:00;1,806;3,663
08.12.2018 07:00;2,261;5,689
08.12.2018 08:00;4,206;4,413
08.12.2018 09:00;4,421;6,001
08.12.2018 10:00;5,746;4,139
08.12.2018 11:00;6,656;14,628
08.12.2018 12:00;5,105;20,29
08.12.2018 13:00;6,871;14,928
08.12.2018 14:00;2,686;3,913
08.12.2018 15:00;5,039;5,176
08.12.2018 16:00;6,112;6,04
08.12.2018 17:00;4,272;5,265
08.12.2018 18:00;4,123;5,676
08.12.2018 19:00;3,57;3,801
08.12.2018 20:00;2,783;4,439
08.12.2018 21:00;3,946;6,3
08.12.2018 22:00;4,564;4,076
08.12.2018 23:00;3,229;4,288
09.12.2018 00:00;2,629;4,401
09.12.2018 01:00;2,079;3,764
09.12.2018 02:00;2,018;3,451
09.12.2018 03:00;1,967;3,463
09.12.2018 04:00;1,906;3,438
09.12.2018 05:00;1,696;3,376
09.12.2018 06:00;1,689;3,739
09.12.2018 07:00;2,249;5,163
09.12.2018 08:00;4,267;3,814
09.12.2018 09:00;3,218;5,289
09.12.2018 10:00;4,163;4,113
09.12.2018 11:00;6,075;4,315
09.12.2018 12:00;4,884;9,453
09.12.2018 13:00;2,294;11,565
09.12.2018 14:00;3,174;8,228
09.12.2018 15:00;3,788;6,714
09.12.2018 16:00;4,372;5,976
09.12.2018 17:00;4,398;4,152
09.12.2018 18:00;3,923;4,276
09.12.2018 19:00;3,421;4,164
09.12.2018 20:00;2,458;5,951
09.12.2018 21:00;3,671;7,964
09.12.2018 22:00;4,083;4,801
09.12.2018 23:00;2,921;4,427
10.12.2018 00:00;2,336;4,502
10.12.2018 01:00;1,943;3,813
10.12.2018 02:00;1,696;3,626
10.12.2018 03:00;1,661;3,501
10.12.2018 04:00;1,638;3,376
10.12.2018 05:00;1,701;3,689
10.12.2018 06:00;1,738;3,677
10.12.2018 07:00;2,236;4,851
10.12.2018 08:00;4,623;4,226
10.12.2018 09:00;4,984;5,588
10.12.2018 10:00;5,744;4,964
10.12.2018 11:00;5,117;6,452
10.12.2018 12:00;7,165;13,438
10.12.2018 13:00;4,358;6,564
10.12.2018 14:00;6,976;10,89
10.12.2018 15:00;5,712;7,902
10.12.2018 16:00;8,007;4,316
10.12.2018 17:00;5,333;6,515
10.12.2018 18:00;9,57;5,689
10.12.2018 19:00;19,571;5,613
10.12.2018 20:00;14,854;6,438
10.12.2018 21:00;4,459;7,913
10.12.2018 22:00;4,516;7,788
10.12.2018 23:00;4,495;5,751
11.12.2018 00:00;2,296;5,476
11.12.2018 01:00;2,133;4,739
11.12.2018 02:00;1,765;4,713
11.12.2018 03:00;1,761;4,502
11.12.2018 04:00;1,684;4,276
11.12.2018 05:00;1,685;4,226
11.12.2018 06:00;1,718;4,726
11.12.2018 07:00;2,449;4,2
11.12.2018 08:00;4,791;4,563
11.12.2018 09:00;4,788;17,102
11.12.2018 10:00;14,654;20,126
11.12.2018 11:00;17,524;15,763
11.12.2018 12:00;12,595;13,976
11.12.2018 13:00;12,259;15,827
11.12.2018 14:00;9,867;13,214
11.12.2018 15:00;12,376;12,301
11.12.2018 16:00;11,692;20,903
11.12.2018 17:00;19,534;21,177
11.12.2018 18:00;13,889;8,176
11.12.2018 19:00;8,806;6,101
11.12.2018 20:00;5,109;6,614
11.12.2018 21:00;4,431;6,838
11.12.2018 22:00;3,831;4,214
11.12.2018 23:00;3,018;5,738
12.12.2018 00:00;2,491;3,776
12.12.2018 01:00;1,723;3,289
12.12.2018 02:00;1,559;3,2
12.12.2018 03:00;1,626;3,163
12.12.2018 04:00;1,649;3,188
12.12.2018 05:00;1,628;3,089
12.12.2018 06:00;1,676;3,351
12.12.2018 07:00;2,456;4,427
12.12.2018 08:00;5,744;3,6
12.12.2018 09:00;4,452;6,976
12.12.2018 10:00;2,936;6,238
12.12.2018 11:00;3,412;6,477
12.12.2018 12:00;4,56;9,639
12.12.2018 13:00;5,098;8,452
12.12.2018 14:00;3,245;6,439
12.12.2018 15:00;6,065;7,89
12.12.2018 16:00;7,55;8,289
12.12.2018 17:00;8,183;13,654
12.12.2018 18:00;5,301;11,063
12.12.2018 19:00;6,006;5,726
12.12.2018 20:00;4,391;4,488
12.12.2018 21:00;4,894;5,713
12.12.2018 22:00;4,891;3,814
12.12.2018 23:00;2,931;4,688
13.12.2018 00:00;3,006;3,663
13.12.2018 01:00;3,521;2,601
13.12.2018 02:00;1,876;2,413
13.12.2018 03:00;1,574;2,226
13.12.2018 04:00;1,568;2,363
13.12.2018 05:00;1,588;2,489
13.12.2018 06:00;1,669;2,575
13.12.2018 07:00;2,387;3,514
13.12.2018 08:00;7,091;3,801
13.12.2018 09:00;8,378;7,826
13.12.2018 10:00;20,406;11,403
13.12.2018 11:00;23,29;19,677
13.12.2018 12:00;26,471;19,227
13.12.2018 13:00;21,219;11,739
13.12.2018 14:00;8,905;16,327
13.12.2018 15:00;11,377;18,651
13.12.2018 16:00;8,764;8,989
13.12.2018 17:00;5,519;5,589
13.12.2018 18:00;4,218;7,226
13.12.2018 19:00;7,526;5,339
13.12.2018 20:00;5,02;4,489
13.12.2018 21:00;4,245;4,814
13.12.2018 22:00;4,718;3,476
13.12.2018 23:00;3,071;3,338
14.12.2018 00:00;2,159;2,964
14.12.2018 01:00;1,899;2,951
14.12.2018 02:00;1,786;2,563
14.12.2018 03:00;1,808;2,439
14.12.2018 04:00;1,911;2,401
14.12.2018 05:00;1,976;2,525
14.12.2018 06:00;1,875;2,739
14.12.2018 07:00;2,549;3,576
14.12.2018 08:00;4,986;3,189
14.12.2018 09:00;4,864;4,389
14.12.2018 10:00;3,917;8,051
14.12.2018 11:00;3,347;22,315
14.12.2018 12:00;4,392;19,965
14.12.2018 13:00;4,379;6,49
14.12.2018 14:00;2,822;4,615
14.12.2018 15:00;3,942;6,577
14.12.2018 16:00;6,637;13,215
14.12.2018 17:00;5,557;11,339
14.12.2018 18:00;4,376;4,489
14.12.2018 19:00;4,326;6,414
14.12.2018 20:00;5,253;4,113
14.12.2018 21:00;4,411;5,326
14.12.2018 22:00;4,481;4,776
14.12.2018 23:00;2,896;5,639
15.12.2018 00:00;2,296;3,064
15.12.2018 01:00;1,889;2,389
15.12.2018 02:00;1,956;1,901
15.12.2018 03:00;1,972;1,827
15.12.2018 04:00;1,691;1,926
15.12.2018 05:00;1,621;2,039
15.12.2018 06:00;1,654;2,363
15.12.2018 07:00;2,256;3,401
15.12.2018 08:00;4,149;3,375
15.12.2018 09:00;3,831;5,3
15.12.2018 10:00;3,552;5,402
15.12.2018 11:00;7,899;5,316
15.12.2018 12:00;5,97;7,426
15.12.2018 13:00;3,81;6,601
15.12.2018 14:00;1,823;13,214
15.12.2018 15:00;2,828;19,715
15.12.2018 16:00;3,964;13,577
15.12.2018 17:00;4,055;12,327
15.12.2018 18:00;3,913;12,902
15.12.2018 19:00;3,626;3,626
15.12.2018 20:00;4,681;4,639
15.12.2018 21:00;6,416;4,513
15.12.2018 22:00;4,215;3,413
15.12.2018 23:00;2,864;3,513
16.12.2018 00:00;2,386;3,425
16.12.2018 01:00;1,989;2,463
16.12.2018 02:00;1,664;2,526
16.12.2018 03:00;1,638;2,326
16.12.2018 04:00;1,624;2,214
16.12.2018 05:00;1,583;2,613
16.12.2018 06:00;1,616;2,826
16.12.2018 07:00;2,248;3,939
16.12.2018 08:00;4,138;2,626
16.12.2018 09:00;2,904;3,989
16.12.2018 10:00;4,994;5,289
16.12.2018 11:00;19,04;5,702
16.12.2018 12:00;19,819;22,777
16.12.2018 13:00;17,787;18,077
16.12.2018 14:00;17,411;5,102
16.12.2018 15:00;18,848;3,791
16.12.2018 16:00;16,285;4,603
16.12.2018 17:00;4,177;7,564
16.12.2018 18:00;4,041;10,088
16.12.2018 19:00;4,187;7,551
16.12.2018 20:00;2,879;4,425
16.12.2018 21:00;4,383;4,913
16.12.2018 22:00;4,248;2,901
16.12.2018 23:00;2,518;3,076
17.12.2018 00:00;2,127;2,089
17.12.2018 01:00;2,018;1,951
17.12.2018 02:00;1,794;1,789
17.12.2018 03:00;1,817;2,001
17.12.2018 04:00;1,666;1,926
17.12.2018 05:00;1,738;2,077
17.12.2018 06:00;1,745;2,313
17.12.2018 07:00;2,458;3,301
17.12.2018 08:00;4,884;3,451
17.12.2018 09:00;4,131;5,8
17.12.2018 10:00;4,544;6,726
17.12.2018 11:00;4,597;5,465
17.12.2018 12:00;5,957;5,614
17.12.2018 13:00;3,654;5,527
17.12.2018 14:00;3,493;4,915
17.12.2018 15:00;5,637;5,514
17.12.2018 16:00;4,815;5,089
17.12.2018 17:00;4,663;17,564
17.12.2018 18:00;4,984;17,451
17.12.2018 19:00;6,274;8,688
17.12.2018 20:00;3,878;4,039
17.12.2018 21:00;4,331;5,089
17.12.2018 22:00;4,571;3,501
17.12.2018 23:00;4,321;3,226
18.12.2018 00:00;4,556;3,888
18.12.2018 01:00;3,504;3,776
18.12.2018 02:00;1,876;2,713
18.12.2018 03:00;1,923;2,438
18.12.2018 04:00;1,886;2,552
18.12.2018 05:00;1,888;2,551
18.12.2018 06:00;1,916;2,851
18.12.2018 07:00;2,556;4,038
18.12.2018 08:00;4,911;3,076
18.12.2018 09:00;3,913;4,714
18.12.2018 10:00;4,561;6,076
18.12.2018 11:00;7,221;11,326
18.12.2018 12:00;13,723;21,252
18.12.2018 13:00;12,3;19,501
18.12.2018 14:00;8,953;16,313
18.12.2018 15:00;10,724;7,977
18.12.2018 16:00;11,381;10,188
18.12.2018 17:00;5,875;19,739
18.12.2018 18:00;7,772;16,151
18.12.2018 19:00;5,916;3,402
18.12.2018 20:00;3,705;4,188
18.12.2018 21:00;4,433;5,326
18.12.2018 22:00;4,784;2,727
18.12.2018 23:00;3,408;2,863
19.12.2018 00:00;2,668;2,314
19.12.2018 01:00;2,294;2,213
19.12.2018 02:00;3,564;2,188
19.12.2018 03:00;2,034;1,976
19.12.2018 04:00;1,886;1,888
19.12.2018 05:00;1,914;1,777
19.12.2018 06:00;1,89;2,2
19.12.2018 07:00;2,544;3,626
19.12.2018 08:00;5,244;2,664
19.12.2018 09:00;3,878;5,776
19.12.2018 10:00;5,073;6,976
19.12.2018 11:00;4,164;6,903
19.12.2018 12:00;14,703;7,265
19.12.2018 13:00;17,213;7,965
19.12.2018 14:00;14,412;12,564
19.12.2018 15:00;4,36;8,302
19.12.2018 16:00;16,812;12,802
19.12.2018 17:00;18,304;13,565
19.12.2018 18:00;18,799;11,877
19.12.2018 19:00;21,616;19,376
19.12.2018 20:00;19,504;19,976
19.12.2018 21:00;18,226;6,351
19.12.2018 22:00;5,346;4,851
19.12.2018 23:00;3,743;3,963
20.12.2018 00:00;2,443;5,201
20.12.2018 01:00;2,604;6,1
20.12.2018 02:00;3,11;3,889
20.12.2018 03:00;3,293;2,414
20.12.2018 04:00;1,721;3,828
20.12.2018 05:00;1,668;3,519
20.12.2018 06:00;1,761;3,05
20.12.2018 07:00;2,369;4,597
20.12.2018 08:00;5,125;3,598
20.12.2018 09:00;4,446;5,884
20.12.2018 10:00;5,551;9,619
20.12.2018 11:00;5,424;17,101
20.12.2018 12:00;5,075;14,362
20.12.2018 13:00;5,904;8,92
20.12.2018 14:00;3,099;6,816
20.12.2018 15:00;6,557;6,969
20.12.2018 16:00;6,25;7,948
20.12.2018 17:00;5,893;11,723
20.12.2018 18:00;6,218;13,535
20.12.2018 19:00;7,702;9,307
20.12.2018 20:00;6,113;6,481
20.12.2018 21:00;4,441;6,209
20.12.2018 22:00;5,208;4,372
20.12.2018 23:00;3,558;4,056
21.12.2018 00:00;2,351;3,806
21.12.2018 01:00;1,931;3,977
21.12.2018 02:00;1,688;3,371
21.12.2018 03:00;1,748;3,197
21.12.2018 04:00;1,751;3,174
21.12.2018 05:00;1,739;3,169
21.12.2018 06:00;1,763;3,516
21.12.2018 07:00;2,408;5,044
21.12.2018 08:00;4,768;4,138
21.12.2018 09:00;3,409;5,34
21.12.2018 10:00;4,898;6,409
21.12.2018 11:00;3,959;10,341
21.12.2018 12:00;3,44;10,936
21.12.2018 13:00;4,465;5,109
21.12.2018 14:00;2,804;3,891
21.12.2018 15:00;4,074;4,234
21.12.2018 16:00;7,41;6,629
21.12.2018 17:00;5,513;12,742
21.12.2018 18:00;5,353;14,178
21.12.2018 19:00;5,278;10,303
21.12.2018 20:00;3,856;6,856
21.12.2018 21:00;4,689;8,428
21.12.2018 22:00;5,518;6,091
21.12.2018 23:00;2,851;4,966
22.12.2018 00:00;2,845;3,598
22.12.2018 01:00;2,373;3,156
22.12.2018 02:00;2,174;2,925
22.12.2018 03:00;1,921;2,856
22.12.2018 04:00;1,849;2,863
22.12.2018 05:00;1,799;3,115
22.12.2018 06:00;1,918;3,254
22.12.2018 07:00;2,426;4,759
22.12.2018 08:00;2,798;3,946
22.12.2018 09:00;2,563;5,661
22.12.2018 10:00;14,379;4,517
22.12.2018 11:00;21,248;6,53
22.12.2018 12:00;20,019;7,792
22.12.2018 13:00;18,756;8,632
22.12.2018 14:00;18,692;9,383
22.12.2018 15:00;20,557;9,526
22.12.2018 16:00;21,392;8,408
22.12.2018 17:00;19,802;11,779
22.12.2018 18:00;5,126;10,748
22.12.2018 19:00;4,639;4,353
22.12.2018 20:00;3,998;4,638
22.12.2018 21:00;5,87;5,641
22.12.2018 22:00;4,856;4,41
22.12.2018 23:00;3,467;3,916
23.12.2018 00:00;2,569;4,065
23.12.2018 01:00;2,251;3,337
23.12.2018 02:00;2,11;3,072
23.12.2018 03:00;2,088;3,004
23.12.2018 04:00;2,056;2,909
23.12.2018 05:00;2,011;2,987
23.12.2018 06:00;1,991;3,259
23.12.2018 07:00;2,591;4,8
23.12.2018 08:00;4,499;3,354
23.12.2018 09:00;3,776;4,71
23.12.2018 10:00;4,703;4,25
23.12.2018 11:00;4,629;5,122
23.12.2018 12:00;4,547;18,101
23.12.2018 13:00;2,534;17,901
23.12.2018 14:00;2,784;7,752
23.12.2018 15:00;5,152;3,682
23.12.2018 16:00;4,64;5,298
23.12.2018 17:00;4,546;5,598
23.12.2018 18:00;4,413;5,97
23.12.2018 19:00;3,701;5,231
23.12.2018 20:00;3,791;5,081
23.12.2018 21:00;5,176;6,815
23.12.2018 22:00;5,151;5,81
23.12.2018 23:00;3,124;5,775
24.12.2018 00:00;2,481;3,966
24.12.2018 01:00;2,038;3,313
24.12.2018 02:00;1,863;3,081
24.12.2018 03:00;1,826;3,06
24.12.2018 04:00;1,879;2,99
24.12.2018 05:00;1,874;3,241
24.12.2018 06:00;1,841;3,256
24.12.2018 07:00;2,386;4,734
24.12.2018 08:00;4,576;4,063
24.12.2018 09:00;3,761;6,191
24.12.2018 10:00;4,982;5,329
24.12.2018 11:00;8,717;5,343
24.12.2018 12:00;10,646;24,186
24.12.2018 13:00;12,888;18,824
24.12.2018 14:00;7,902;15,508
24.12.2018 15:00;6,375;12,474
24.12.2018 16:00;5,422;7,976
24.12.2018 17:00;5,85;11,942
24.12.2018 18:00;5,544;11,266
24.12.2018 19:00;4,251;6,912
24.12.2018 20:00;3,221;5,994
24.12.2018 21:00;3,806;7,956
24.12.2018 22:00;4,112;5,237
24.12.2018 23:00;2,624;4,841
25.12.2018 00:00;2,103;4,325
25.12.2018 01:00;1,979;3,912
25.12.2018 02:00;1,944;3,419
25.12.2018 03:00;1,936;3,242
25.12.2018 04:00;1,942;3,225
25.12.2018 05:00;1,818;3,178
25.12.2018 06:00;1,893;3,578
25.12.2018 07:00;2,509;4,707
25.12.2018 08:00;4,231;3,75
25.12.2018 09:00;3,634;8,274
25.12.2018 10:00;2,551;8,766
25.12.2018 11:00;4,554;6,523
25.12.2018 12:00;5,478;4,894
25.12.2018 13:00;3,624;8,399
25.12.2018 14:00;5,213;8,054
25.12.2018 15:00;4,626;6,245
25.12.2018 16:00;7,133;11,442
25.12.2018 17:00;4,458;16,495
25.12.2018 18:00;5,124;12,033
25.12.2018 19:00;7,201;5,063
25.12.2018 20:00;5,674;5,476
25.12.2018 21:00;5,954;6,729
25.12.2018 22:00;6,068;4,312
25.12.2018 23:00;4,359;4,942
26.12.2018 00:00;3,633;3,432
26.12.2018 01:00;2,224;3,157
26.12.2018 02:00;2,033;2,969
26.12.2018 03:00;2,004;2,847
26.12.2018 04:00;1,959;2,744
26.12.2018 05:00;1,957;2,722
26.12.2018 06:00;1,995;3,044
26.12.2018 07:00;2,614;4,432
26.12.2018 08:00;4,446;4,263
26.12.2018 09:00;3,066;5,829
26.12.2018 10:00;9,603;5,672
26.12.2018 11:00;20,954;8,629
26.12.2018 12:00;20,492;10,383
26.12.2018 13:00;16,3;5,614
26.12.2018 14:00;6,347;2,795
26.12.2018 15:00;3,929;6,108
26.12.2018 16:00;5,175;7,18
26.12.2018 17:00;4,97;10,738
26.12.2018 18:00;4,703;9,898
26.12.2018 19:00;4,586;8,428
26.12.2018 20:00;5,473;8,063
26.12.2018 21:00;5,134;6,65
26.12.2018 22:00;4,661;8,097
26.12.2018 23:00;3,029;6,7
27.12.2018 00:00;2,243;3,876
27.12.2018 01:00;1,858;3,878
27.12.2018 02:00;1,787;3,066
27.12.2018 03:00;1,837;4,24
27.12.2018 04:00;1,73;4,655
27.12.2018 05:00;1,729;3,669
27.12.2018 06:00;1,659;3,072
27.12.2018 07:00;2,013;4,705
27.12.2018 08:00;3,359;3,696
27.12.2018 09:00;10,491;5,49
27.12.2018 10:00;22,506;9,184
27.12.2018 11:00;26,639;19,408
27.12.2018 12:00;23,371;24,733
27.12.2018 13:00;21,307;18,412
27.12.2018 14:00;5,799;10,918
27.12.2018 15:00;4,86;9,406
27.12.2018 16:00;6,079;10,129
27.12.2018 17:00;5,959;13,845
27.12.2018 18:00;5,17;14,196
27.12.2018 19:00;5,938;8,667
27.12.2018 20:00;5,871;5,727
27.12.2018 21:00;5,846;6,253
27.12.2018 22:00;5,724;4,39
27.12.2018 23:00;3,486;4,018
28.12.2018 00:00;2,503;3,645
28.12.2018 01:00;2,452;3,662
28.12.2018 02:00;1,756;1,801
28.12.2018 03:00;1,785;1,814
